model_base,body_size,cylinder_size,action_type,spring_range,base_price,torque_symmetric,torque_canted,connect_flange,L1,L2,m1,m2,A,H1,H2,D,G
SF12-200SR6,SF12,200,SR,SR6,2852,"{""sst"":818,""srt"":407,""set"":541,""ast_0.3"":617,""art_0.3"":287,""aet_0.3"":340,""ast_0.4"":816,""art_0.4"":406,""aet_0.4"":538,""ast_0.5"":631,""art_0.5"":291,""aet_0.5"":357}","{""sst"":709,""srt"":451,""set"":691,""ast_0.3"":413,""art_0.3"":98,""aet_0.3"":22,""ast_0.4"":640,""art_0.4"":208,""aet_0.4"":176,""ast_0.5"":866,""art_0.5"":318,""aet_0.5"":329}","ISO 5211 F12",391,510,82,165.5,50,84,110,255,"NPT3/8"""
SF14-200SR3,SF14,200,SR,SR3,2895,"{""sst"":511,""srt"":254,""set"":307,""ast_0.3"":523,""art_0.3"":261,""aet_0.3"":318,""ast_0.4"":801,""art_0.4"":419,""aet_0.4"":596,""ast_0.5"":1078,""art_0.5"":585,""aet_0.5"":873}","{""sst"":442,""srt"":268,""set"":391,""ast_0.3"":718,""art_0.3"":271,""aet_0.3"":297,""ast_0.4"":1093,""art_0.4"":451,""aet_0.4"":550,""ast_0.5"":1467,""art_0.5"":631,""aet_0.5"":803}","ISO 5211 F14",446,618,89,188,60,95,121,255,"NPT3/8"""
SF14-200SR4,SF14,200,SR,SR4,2976,"{""sst"":679,""srt"":346,""set"":436,""ast_0.3"":391,""art_0.3"":162,""aet_0.3"":151,""ast_0.4"":671,""art_0.4"":341,""aet_0.4"":428,""ast_0.5"":945,""art_0.5"":495,""aet_0.5"":705}","{""sst"":587,""srt"":366,""set"":561,""ast_0.3"":542,""art_0.3"":174,""aet_0.3"":146,""ast_0.4"":916,""art_0.4"":354,""aet_0.4"":399,""ast_0.5"":1291,""art_0.5"":534,""aet_0.5"":652}","ISO 5211 F14",446,618,89,188,60,95,121,255,"NPT3/8"""
SF14-200SR5,SF14,200,SR,SR5,3280,"{""sst"":789,""srt"":402,""set"":506,""ast_0.3"":597,""art_0.3"":276,""aet_0.3"":324,""ast_0.4"":877,""art_0.4"":456,""aet_0.4"":594,""ast_0.5"":1151,""art_0.5"":609,""aet_0.5"":878}","{""sst"":677,""srt"":425,""set"":662,""ast_0.3"":812,""art_0.3"":295,""aet_0.3"":306,""ast_0.4"":1186,""art_0.4"":475,""aet_0.4"":559,""ast_0.5"":1561,""art_0.5"":655,""aet_0.5"":812}","ISO 5211 F14",446,618,89,188,60,95,121,255,"NPT3/8"""
SF14-200SR6,SF14,200,SR,SR6,3415,"{""sst"":1028,""srt"":512,""set"":623,""ast_0.3"":711,""art_0.3"":316,""aet_0.3"":344,""ast_0.4"":1037,""art_0.4"":518,""aet_0.4"":633,""ast_0.5"":1274,""art_0.5"":649,""aet_0.5"":911}","{""sst"":900,""srt"":560,""set"":859,""ast_0.3"":982,""art_0.3"":339,""aet_0.3"":326,""ast_0.4"":1356,""art_0.4"":519,""aet_0.4"":579,""ast_0.5"":1731,""art_0.5"":699,""aet_0.5"":832}","ISO 5211 F14",446,618,89,188,60,95,121,255,"NPT3/8"""
SF14-250SR3,SF14,250,SR,SR3,3652,"{""sst"":789,""srt"":402,""set"":506,""ast_0.3"":791,""art_0.3"":403,""aet_0.3"":508,""ast_0.4"":1233,""art_0.4"":658,""aet_0.4"":960,""ast_0.5"":1669,""art_0.5"":919,""aet_0.5"":1396}","{""sst"":677,""srt"":425,""set"":662,""ast_0.3"":1140,""art_0.3"":452,""aet_0.3"":527,""ast_0.4"":1748,""art_0.4"":745,""aet_0.4"":938,""ast_0.5"":2356,""art_0.5"":1037,""aet_0.5"":1350}","ISO 5211 F14",446,618,89,215,60,95,121,310,"NPT1/2"""
SF14-250SR4,SF14,250,SR,SR4,3786,"{""sst"":1079,""srt"":543,""set"":674,""ast_0.3"":634,""art_0.3"":270,""aet_0.3"":267,""ast_0.4"":1056,""art_0.4"":530,""aet_0.4"":651,""ast_0.5"":1506,""art_0.5"":793,""aet_0.5"":1139}","{""sst"":899,""srt"":560,""set"":859,""ast_0.3"":935,""art_0.3"":317,""aet_0.3"":295,""ast_0.4"":1544,""art_0.4"":609,""aet_0.4"":706,""ast_0.5"":2152,""art_0.5"":902,""aet_0.5"":1117}","ISO 5211 F14",446,618,89,215,60,95,121,310,"NPT1/2"""
SF14-250SR5,SF14,250,SR,SR5,3840,"{""sst"":1345,""srt"":670,""set"":815,""ast_0.3"":917,""art_0.3"":412,""aet_0.3"":448,""ast_0.4"":1347,""art_0.4"":671,""aet_0.4"":818,""ast_0.5"":1798,""art_0.5"":935,""aet_0.5"":1320}","{""sst"":1119,""srt"":693,""set"":1052,""ast_0.3"":1343,""art_0.3"":476,""aet_0.3"":477,""ast_0.4"":1952,""art_0.4"":769,""aet_0.4"":888,""ast_0.5"":2560,""art_0.5"":1061,""aet_0.5"":1299}","ISO 5211 F14",446,618,89,215,60,95,121,310,"NPT1/2"""
SF14-250SR6,SF14,250,SR,SR6,3923,"{""sst"":1477,""srt"":752,""set"":948,""ast_0.3"":1223,""art_0.3"":577,""aet_0.3"":702,""ast_0.4"":1648,""art_0.4"":857,""aet_0.4"":1118,""ast_0.5"":2207,""art_0.5"":1161,""aet_0.5"":1692}","{""sst"":1281,""srt"":775,""set"":1227,""ast_0.3"":1666,""art_0.3"":641,""aet_0.3"":723,""ast_0.4"":2275,""art_0.4"":933,""aet_0.4"":1134,""ast_0.5"":2883,""art_0.5"":1225,""aet_0.5"":1546}","ISO 5211 F14",446,618,89,215,60,95,121,310,"NPT1/2"""
SF14-300SR3,SF14,300,SR,SR3,4162,"{""sst"":1079,""srt"":543,""set"":674,""ast_0.3"":1194,""art_0.3"":615,""aet_0.3"":790,""ast_0.4"":1847,""art_0.4"":998,""aet_0.4"":1480,""ast_0.5"":2477,""art_0.5"":1376,""aet_0.5"":2110}","{""sst"":899,""srt"":560,""set"":859,""ast_0.3"":1752,""art_0.3"":709,""aet_0.3"":847,""ast_0.4"":2632,""art_0.4"":1132,""aet_0.4"":1442,""ast_0.5"":3513,""art_0.5"":1556,""aet_0.5"":2037}","ISO 5211 F14",446,618,89,242.5,60,95,121,356,"NPT1/2"""
SF14-300SR4,SF14,300,SR,SR4,4346,"{""sst"":1477,""srt"":752,""set"":948,""ast_0.3"":934,""art_0.3"":404,""aet_0.3"":412,""ast_0.4"":1544,""art_0.4"":793,""aet_0.4"":1015,""ast_0.5"":2195,""art_0.5"":1160,""aet_0.5"":1673}","{""sst"":1277,""srt"":795,""set"":1219,""ast_0.3"":1378,""art_0.3"":474,""aet_0.3"":453,""ast_0.4"":2259,""art_0.4"":897,""aet_0.4"":1048,""ast_0.5"":3139,""art_0.5"":1321,""aet_0.5"":1643}","ISO 5211 F14",446,618,89,242.5,60,95,121,356,"NPT1/2"""
SF14-300SR5,SF14,300,SR,SR5,4668,"{""sst"":1880,""srt"":957,""set"":1206,""ast_0.3"":1337,""art_0.3"":609,""aet_0.3"":692,""ast_0.4"":1908,""art_0.4"":975,""aet_0.4"":1235,""ast_0.5"":2598,""art_0.5"":1365,""aet_0.5"":1953}","{""sst"":1580,""srt"":984,""set"":1509,""ast_0.3"":1959,""art_0.3"":709,""aet_0.3"":732,""ast_0.4"":2840,""art_0.4"":1132,""aet_0.4"":1327,""ast_0.5"":3720,""art_0.5"":1555,""aet_0.5"":1922}","ISO 5211 F14",446,618,89,242.5,60,95,121,356,"NPT1/2"""
SF14-300SR6,SF14,300,SR,SR6,4884,"{""sst"":2291,""srt"":1162,""set"":1458,""ast_0.3"":1661,""art_0.3"":741,""aet_0.3"":810,""ast_0.4"":2280,""art_0.4"":1156,""aet_0.4"":1447,""ast_0.5"":3090,""art_0.5"":1588,""aet_0.5"":2250}","{""sst"":2022,""srt"":1252,""set"":1899,""ast_0.3"":2435,""art_0.3"":864,""aet_0.3"":864,""ast_0.4"":3315,""art_0.4"":1287,""aet_0.4"":1459,""ast_0.5"":4196,""art_0.5"":1710,""aet_0.5"":2055}","ISO 5211 F14",446,618,89,242.5,60,95,121,356,"NPT1/2"""SF16-250SR3,SF16,250,SR,SR3,4236,"{""sst"":1092,""srt"":508,""set"":607,""ast_0.3"":1014,""art_0.3"":498,""aet_0.3"":529,""ast_0.4"":1563,""art_0.4"":810,""aet_0.4"":1139,""ast_0.5"":2106,""art_0.5"":1136,""aet_0.5"":1682}","{""sst"":891,""srt"":534,""set"":773,""ast_0.3"":1467,""art_0.3"":551,""aet_0.3"":603,""ast_0.4"":2222,""art_0.4"":912,""aet_0.4"":1113,""ast_0.5"":2977,""art_0.5"":1274,""aet_0.5"":1623}","ISO 5211 F16",513,774,105,230,75,107,139,310,"NPT1/2"""
SF16-250SR4,SF16,250,SR,SR4,4598,"{""sst"":1281,""srt"":651,""set"":818,""ast_0.3"":807,""art_0.3"":339,""aet_0.3"":324,""ast_0.4"":1345,""art_0.4"":691,""aet_0.4"":882,""ast_0.5"":1893,""art_0.5"":990,""aet_0.5"":1409}","{""sst"":1126,""srt"":690,""set"":1046,""ast_0.3"":1185,""art_0.3"":394,""aet_0.3"":358,""ast_0.4"":1940,""art_0.4"":756,""aet_0.4"":868,""ast_0.5"":2695,""art_0.5"":1117,""aet_0.5"":1378}","ISO 5211 F16",513,774,105,230,75,107,139,310,"NPT1/2"""
SF16-250SR5,SF16,250,SR,SR5,4625,"{""sst"":1553,""srt"":795,""set"":1011,""ast_0.3"":1159,""art_0.3"":533,""aet_0.3"":617,""ast_0.4"":1692,""art_0.4"":881,""aet_0.4"":1150,""ast_0.5"":2245,""art_0.5"":1184,""aet_0.5"":1703}","{""sst"":1359,""srt"":844,""set"":1306,""ast_0.3"":1940,""art_0.3"":602,""aet_0.3"":627,""ast_0.4"":2695,""art_0.4"":963,""aet_0.4"":1137,""ast_0.5"":3450,""art_0.5"":1325,""aet_0.5"":1647}","ISO 5211 F16",513,774,105,230,75,107,139,310,"NPT1/2"""
SF16-250SR6,SF16,250,SR,SR6,4829,"{""sst"":1896,""srt"":968,""set"":1227,""ast_0.3"":1487,""art_0.3"":699,""aet_0.3"":844,""ast_0.4"":2018,""art_0.4"":1043,""aet_0.4"":1348,""ast_0.5"":2713,""art_0.5"":1426,""aet_0.5"":2078}","{""sst"":1615,""srt"":1004,""set"":1564,""ast_0.3"":2160,""art_0.3"":804,""aet_0.3"":870,""ast_0.4"":2915,""art_0.4"":1165,""aet_0.4"":1380,""ast_0.5"":3670,""art_0.5"":1527,""aet_0.5"":1890}","ISO 5211 F16",513,774,105,230,75,107,139,310,"NPT1/2"""
